1	186
2	912
3	2
4	132
5	397
6	896
7	985
8	642
9	517
10	2
11	155
12	943
13	385
14	182
15	785
16	642
17	386
18	520
19	985
20	806
21	939
22	785
23	906
24	785
25	642
26	943
27	784
28	142
29	385
30	2
31	774
32	520
33	913
34	165
35	385
36	896
37	896
38	525
39	137
40	912
41	896
42	943
43	785
44	165
45	806
46	896
47	525
48	768
49	896
50	896
51	769
52	642
53	896
54	182
55	774
56	896
57	784
58	2
59	896
60	806
61	142
62	896
63	769
64	176
65	130
66	896
67	896
68	912
69	386
70	410
71	943
72	913
73	387
74	943
75	943
76	410
77	937
78	937
79	165
80	769
81	774
82	912
83	643
84	778
85	896
86	142
87	778
88	896
89	768
90	806
91	410
92	2
93	186
94	899
95	142
96	985
97	137
98	896
99	937
100	896
101	642
102	525
103	896
104	397
105	906
106	2
107	643
108	155
109	896
110	896
111	912
112	137
113	896
114	317
115	937
116	985
117	385
118	385
119	925
120	906
121	896
122	806
123	385
124	784
125	387
126	912
127	768
128	939
129	317
130	769
131	130
132	131
133	132
134	925
135	182
136	2
137	985
138	137
139	410
140	937
141	785
142	132
143	142
144	785
145	896
146	520
147	142
148	186
149	785
150	896
151	520
152	896
153	642
154	397
155	806
156	155
157	906
158	985
159	943
160	520
161	896
162	768
163	645
164	386
165	176
166	165
167	778
168	896
169	525
170	806
171	896
172	985
173	906
174	896
175	155
176	784
177	176
178	132
179	943
180	912
181	2
182	912
183	182
184	182
185	768
186	943
187	186
188	896
189	937
190	642
191	896
192	896
193	517
194	132
195	985
196	896
197	176
198	937
199	806
200	774
201	896
202	386
203	142
204	645
205	155
206	186
207	899
208	517
209	2
210	643
211	985
212	925
213	896
214	137
215	937
216	785
217	142
218	896
219	896
220	896
221	896
222	186
223	176
224	2
225	896
226	899
227	985
228	896
229	131
230	937
231	520
232	182
233	896
234	896
235	906
236	896
237	896
238	643
239	896
240	131
241	155
242	912
243	317
244	896
245	385
246	896
247	785
248	520
249	186
250	2
251	130
252	906
253	768
254	912
255	386
256	2
257	155
258	906
259	182
260	142
261	130
262	784
263	131
264	642
265	769
266	896
267	913
268	643
269	385
270	768
271	896
272	896
273	896
274	937
275	387
276	525
277	939
278	142
279	397
280	937
281	784
282	912
283	387
284	943
285	176
286	899
287	937
288	2
289	520
290	130
291	985
292	130
293	155
294	985
295	937
296	2
297	137
298	520
299	896
300	906
301	943
302	913
303	985
304	899
305	386
306	385
307	913
308	985
309	176
310	899
311	176
312	768
313	517
314	643
315	896
316	165
317	896
318	317
319	137
320	913
321	385
322	645
323	525
324	913
325	913
326	896
327	155
328	410
329	643
330	165
331	165
332	925
333	769
334	985
335	397
336	896
337	182
338	774
339	912
340	896
341	985
342	317
343	643
344	925
345	896
346	937
347	985
348	896
349	896
350	520
351	906
352	896
353	768
354	896
355	985
356	769
357	912
358	2
359	913
360	387
361	785
362	186
363	520
364	517
365	643
366	130
367	2
368	899
369	939
370	785
371	643
372	896
373	2
374	937
375	896
376	912
377	525
378	906
379	899
380	142
