1	0
2	912
3	979
4	3
5	334
6	512
7	790
8	642
9	517
10	979
11	674
12	943
13	903
14	13
15	785
16	642
17	512
18	512
19	790
20	832
21	772
22	785
23	22
24	785
25	642
26	943
27	261
28	416
29	903
30	979
31	686
32	512
33	954
34	505
35	903
36	905
37	905
38	519
39	430
40	912
41	512
42	943
43	785
44	505
45	832
46	512
47	519
48	768
49	905
50	900
51	769
52	642
53	512
54	13
55	686
56	896
57	261
58	979
59	905
60	832
61	416
62	512
63	769
64	512
65	130
66	431
67	896
68	912
69	512
70	648
71	943
72	954
73	387
74	943
75	943
76	648
77	644
78	644
79	505
80	769
81	686
82	912
83	664
84	391
85	905
86	416
87	391
88	900
89	768
90	832
91	648
92	979
93	0
94	905
95	416
96	790
97	430
98	512
99	644
100	896
101	642
102	519
103	900
104	334
105	22
106	979
107	664
108	674
109	896
110	896
111	912
112	430
113	900
114	640
115	644
116	790
117	903
118	903
119	925
120	22
121	905
122	832
123	903
124	261
125	387
126	912
127	768
128	772
129	640
130	769
131	130
132	388
133	3
134	925
135	13
136	979
137	790
138	430
139	648
140	644
141	785
142	3
143	416
144	785
145	512
146	512
147	416
148	0
149	785
150	905
151	512
152	896
153	642
154	334
155	832
156	674
157	22
158	790
159	943
160	512
161	512
162	768
163	645
164	512
165	512
166	505
167	391
168	512
169	519
170	832
171	512
172	790
173	22
174	905
175	674
176	261
177	512
178	3
179	943
180	912
181	979
182	912
183	13
184	13
185	768
186	943
187	0
188	896
189	644
190	642
191	905
192	896
193	517
194	3
195	790
196	512
197	512
198	644
199	832
200	686
201	512
202	512
203	416
204	645
205	674
206	0
207	905
208	517
209	979
210	664
211	790
212	925
213	512
214	430
215	644
216	785
217	416
218	512
219	900
220	905
221	512
222	0
223	512
224	979
225	512
226	905
227	790
228	431
229	388
230	644
231	512
232	13
233	905
234	900
235	22
236	905
237	900
238	664
239	905
240	388
241	674
242	912
243	640
244	896
245	903
246	905
247	785
248	512
249	0
250	979
251	130
252	22
253	768
254	912
255	512
256	979
257	674
258	22
259	13
260	416
261	130
262	261
263	388
264	642
265	769
266	905
267	954
268	664
269	903
270	768
271	905
272	905
273	431
274	644
275	387
276	519
277	772
278	416
279	334
280	644
281	261
282	912
283	387
284	943
285	512
286	905
287	644
288	979
289	512
290	130
291	790
292	130
293	674
294	790
295	644
296	979
297	430
298	512
299	896
300	22
301	943
302	954
303	790
304	905
305	512
306	903
307	954
308	790
309	512
310	905
311	512
312	768
313	517
314	664
315	505
316	505
317	431
318	640
319	430
320	954
321	903
322	645
323	519
324	954
325	954
326	512
327	674
328	648
329	664
330	505
331	505
332	925
333	769
334	790
335	334
336	900
337	13
338	686
339	912
340	896
341	790
342	640
343	664
344	925
345	431
346	644
347	790
348	512
349	905
350	512
351	22
352	896
353	768
354	512
355	790
356	769
357	912
358	979
359	954
360	387
361	785
362	0
363	512
364	517
365	664
366	130
367	979
368	905
369	772
370	785
371	664
372	900
373	979
374	644
375	431
376	912
377	519
378	22
379	905
380	416
381	905
382	512
383	954
384	388
385	512
386	903
387	512
388	387
389	388
390	832
391	130
392	391
393	644
394	387
395	644
396	3
397	642
398	334
399	905
400	905
401	896
402	664
403	905
404	416
405	640
406	905
407	905
408	925
409	519
410	768
411	648
412	22
413	512
414	387
415	979
416	903
417	416
418	943
419	768
420	979
421	512
422	505
423	130
424	130
425	512
426	785
427	664
428	387
429	416
430	0
431	430
432	431
433	512
434	391
435	416
436	900
437	387
438	790
439	905
440	925
441	517
442	912
443	772
444	912
445	512
446	925
447	954
448	388
449	334
450	905
451	512
452	644
453	768
454	905
455	903
456	900
457	512
458	912
459	903
460	905
461	387
462	896
463	900
464	900
465	130
466	785
467	644
468	512
469	640
470	664
471	430
472	642
473	664
474	900
475	790
476	905
477	900
478	640
479	664
480	785
481	768
482	642
483	645
484	517
485	900
486	912
487	785
488	416
489	790
490	642
491	22
492	431
493	790
494	925
495	905
496	785
497	416
498	334
499	130
500	903
501	512
502	905
503	832
504	640
505	512
506	505
507	261
508	943
509	640
510	943
511	905
512	912
513	512
514	896
515	13
516	896
517	905
518	517
519	954
520	519
521	512
522	905
523	644
524	772
525	905
526	519
527	391
528	900
529	644
530	644
531	905
532	512
533	519
534	912
535	900
536	130
537	979
538	512
539	768
540	664
541	388
542	261
543	686
544	416
545	896
546	905
547	645
548	903
549	905
550	22
551	644
552	416
553	3
554	391
555	512
556	912
557	387
558	903
559	900
560	664
561	431
562	905
563	130
564	388
565	896
566	642
567	431
568	334
569	416
570	912
571	3
572	512
573	431
574	512
575	645
576	790
577	772
578	900
579	925
580	905
581	13
582	790
583	642
584	674
585	979
586	3
587	416
588	519
589	979
590	912
591	905
592	519
593	648
594	512
595	979
596	642
597	664
598	387
599	896
600	905
601	512
602	900
603	674
604	645
605	334
606	943
607	512
608	900
609	769
610	925
611	925
612	387
613	905
614	391
615	517
616	642
617	642
618	912
619	905
620	391
621	512
622	905
623	22
624	769
625	512
626	517
627	512
628	905
629	644
630	648
631	644
632	642
633	512
634	664
635	648
636	900
637	905
638	979
639	519
640	769
641	640
642	512
643	642
644	664
645	644
646	645
647	512
648	130
649	648
650	261
651	768
652	979
653	925
654	130
655	896
656	925
657	900
658	943
659	896
660	896
661	519
662	772
663	512
664	130
665	664
666	900
667	517
668	905
669	905
670	3
671	896
672	3
673	900
674	979
675	674
